,uuid,topic,generated_article,elapsed_time
235,58db218b-9a0b-43c6-83a2-3a821d53c62f,Science - Space,"Saturn's moon Enceladus could have been home to aliens long before Earth's first settlers made it their own, as reported by CNN last year. That's according to new data from the Cassini spacecraft which found evidence for ""life-promoting"" conditions in Enceladus' ocean beneath its icy crust, according to research published in Nature Communications on Thursday.
In a study detailing their latest findings, scientists suggest that, as Enceladus has the potential of producing life-sustaining environments, scientists should look for alien life-forms there now. The results are significant because this was the first discovery of life-promoting conditions in an ""extraterrestrial ocean,"" meaning a living presence exists that could be controlling these conditions, said Cassini scientist Michael Watters.
""So far, our exploration of Enceladus has revealed it to be an extraordinary world, with a vast oceans at its poles and a rich geology beneath its surface,"" he added. ""We are in the position of discovering life promoting conditions for the first time on another planet.""
The findings suggest that Enceladus contains a subsurface ocean that is around 1,000 times denser than Earth's sea water, and even more abundant with elements known to create liquid water. The research team found evidence of volcanic activity beneath the ice which could have helped create life-promoting conditions on Enceladus.
""The first thing that popped into my mind when I saw the data was that this is going to be a great example for us,"" Watters said, adding, ""We're really close now to the potential of finding extraterrestrial life-forms down there, and so we should make our best effort right now to find them.""
The study suggests Enceladus contains a subsurface ocean that is around 1,000 times denser than Earth's sea water.
Although the research team didn't find conclusive evidence of alien life on Enceladus, the evidence does support their hypothesis, according to Watters. ""I think these results represent the first step in finding out if there are extraterrestrial living organisms down there. There really is a large area where we could potentially be making discoveries that will give us some indication if they exist.""
The study's findings are based on the Cassini spacecraft observations made during its closest approach to Enceladus at Titan's moon Saturn in July 2017. The spacecraft's suite of instruments was designed for studying Titan, one of Jupiter's satellites that exhibits geysers and hydrocarbon lakes like Enceladus, but also features active volcanoes.
Enceladus is the second-heaviest satellite in the solar system after Saturn's moon Europa. While its surface is covered with ice and moonshell material, studies of Enceladus' interior have shown that it could conceivably contain water underground.
""What makes Enceladus particularly interesting to us as a potential habitat for life is that there's an ocean of liquid water down deep inside the moon,"" Watters explained in the press briefing last year, citing a 2017 study published in Science.
Enceladus' oceans could support life by providing conditions where organisms, if they exist at all, can survive and thrive in an environment with high levels of oxygen, according to Watters. ""They have the potential to be a breeding ground for living things,"" he said. ""So we need to make sure there's life down there.""
Cassini is currently on its final dive toward Saturn but still produces data that researchers analyze on Earth. The spacecraft is set to return to Earth in October.",3.721194991000175
236,b045233f-cbc4-4d13-b5a1-45850e78598a,World - Africa,"CNN or DailyMail: The World Reacts to Rwandan Genocide Anniversary

In the early hours of August 10th, 1994, around two million people in Rwanda were butchered, tortured, and raped by Hutu militias under the leadership of President Habyarimana. The genocide left over 800,000 dead – a third of the country's population – and brought the world to its knees as an incomprehensible act of mass violence.

Since then, the event is commemorated annually on August 7th – the anniversary of President Habyarimana's assassination. In Rwanda, memories of the genocide continue to haunt ordinary citizens and leaders alike as they struggle to heal their wounds. But for international observers and journalists, this day is a chance to reflect on the legacy of the massacre and to seek answers for how it came about.

CNN's Chief International Correspondent Christiane Amanpour joined other journalists at a ceremony in downtown Kigali to mark the anniversary. She told reporters that ""this day is like one long nightmare"" but that hope for a peaceful and just future can lift the weight on their hearts.

DailyMail's reporter Mike Strock was also present at the ceremony and interviewed survivors of the genocide who shared their stories with his camera. He said that ""the trauma of the genocide lasts a lifetime."" However, there are signs that progress can be made in Rwanda. The government is working to rebuild trust between the Hutu majority and the minority Tutsis, while aid organizations continue to provide emergency relief to those who have suffered most from the violence.

The world's attention on Rwandan politics has renewed concern for neighboring countries affected by the same violence, such as Burundi and the Democratic Republic of Congo (DRC). Both countries are still struggling to rebuild after their own conflicts that led to widespread killing and displacement. The genocide in Rwanda can serve as a warning for anyone looking to eradicate violence worldwide – those who can't come together and start rebuilding in the places they have destroyed must accept the responsibility of its legacy.

For victims of the genocide, mourning still remains. Despite some progress in providing support to victims and their families, many believe that justice has yet to be served for those who committed atrocities. The hope for a peaceful future can only grow if the world collectively acknowledges the responsibility of its own violence against others and empathizes with those who have suffered as an act of mutual understanding.

[Insert photos of survivors or witnesses, news articles from other publications, statistics about the genocide's impact, quotes from official sources, and/or links to ongoing aid programs in Rwanda and neighboring countries.]",2.9165681929998755
237,a11e9600-e172-441f-ac3f-19cbd4422eb5,Style - Architecture,"CNN: An Explosion Leaves A Major Skyscraper Ablaze in Hong Kong

The world was shocked to see flames pouring out of a skyscraper in downtown Hong Kong early Tuesday morning as the city marked the New Year. The building, known as the InterContinental Hotel, went up in flames on January 2nd, leaving behind an inferno that could be seen from miles away. Despite attempts to extinguish the fire with high-pressure hoses and large drops of water on top, the blaze spread quickly throughout the building, consuming the floor below.

A senior official at the Hong Kong Police Force told reporters that an ""explosion"" caused a major fire that engulfed the InterContinental Hotel in midtown Hong Kong. Rescuers were called to the scene shortly before 2 AM and immediately began fighting the flames as they raged out of control, with thick white smoke billowing from the building's windows as the inferno raged on.

The InterContinental Hotel was a prime site for celebrations following Hong Kong's New Year festivities. Several witnesses described seeing fireworks being released from the building in an attempt to extinguish the flames. The fire quickly spread, eventually engulfing the entire top half of the building.

Hong Kong is well known for its skyscrapers and the InterContinental Hotel stands as one of its most prominent symbols. Despite being over 20 stories tall, the building has several additional floors above ground level which have been evacuated as authorities try to contain the fire. However, it was too late to save the building's upper floors from the flames. The structure remains on fire despite attempts by emergency services to extinguish the blaze.

The InterContinental Hotel is one of Hong Kong's many tall structures, with a height of 402 meters (1315 feet). After the explosion, the building went up in flames and fell into chaos as authorities struggle to contain the fire on the upper floors. The InterContinental Hotel's closure during Hong Kong's New Year festivities has created an immense problem for the city, but it is hoped that the fire will eventually be brought under control.

Expert sources have reported that the flames and smoke may not have dissipated even after the fire engineers tried to set the building on fire with high-pressure hoses and water drops. Despite this, the local authorities are working tirelessly to extinguish the inferno while rescuing people trapped on the second and third floors as well as from within the building's structure.

As of Tuesday morning, no casualties were reported. However, there have been reports from eyewitnesses that a few people may have sustained minor burns while trying to escape the blaze which spread from the 27th floor. The exact number of casualties is not yet clear as the city remains under lockdown following the tragedy.

The InterContinental Hotel, located in Hong Kong's Chater Road neighborhood, has been targeted multiple times before and remained relatively unscathed despite being an iconic symbol for the Asian financial hub. The explosion that occurred inside the hotel is likely to be one of the deadliest in Hong Kong's history due to the number of people trapped in the building's first and second floors during the fire.

As evacuations have been taking place, local authorities have ordered everyone from Chater Road district to leave the area, including the InterContinental Hotel as the site is classified a critical place for rescue operations due to the flames spreading out of control. The city remains under lockdown orders, and the InterContinental hotel's upper floors are being evacuated while authorities work to contain the blaze.

Overall, the explosion on January 2nd at Hong Kong's InterContinental Hotel may be one of the deadliest in the city's history, with over twenty fatalities and hundreds of injured people as the flames spread out of control through floors above ground level. The InterContinental Hotel, the fourth-highest building in Hong Kong, stands as a symbol of the financial hub's vibrancy despite its potential for tragedy.

The local authorities have stated that no other buildings on Chater Road are at risk and have declared it to be a ""disaster area.""

CNN",4.338647546000175
238,497a42b1-8942-43e0-b005-9efb15d294b5,World - Middle East,"'Death toll in Iran protest shattered by tense clashes between security forces and people' - CNN

The death toll from last week's nationwide protests in Iran has surpassed 150, after a tense clash between security forces and demonstrators escalated on Thursday, according to the country's Ministry of Health. The total amount of casualties since the unrest began on November 17th has risen to 148, with around 21 people reported missing, according to data from Iran's Judiciary, IRNA news agency reports.

The clashes between security forces and protesters broke out in many cities across Iran as demonstrations spread to the western region of Kurdistan, causing panic in the capital, Tehran. The violence saw several injuries, including one killed, according to doctors in Tehran. In Isfahan and other areas outside Tehran, protesters have clashed with security forces who are accused of using force to disperse unrest.

The Iranian government has rejected reports of the protests spreading beyond its borders, describing them as ""terrorism."" The country's President Hassan Rouhani has called for calm and forgiveness as a sign of support from abroad, reports IRNA. However, some experts have speculated that the current violence could escalate to a civil war or a proxy conflict between regional powers.

While Iranian officials reject accusations of widespread violence, protesters themselves have said they are on their own side. The country's Supreme Leader Ayatollah Ali Khamenei has criticized the demonstrators for ""terrorist activities"" and threatened the ruling regime with retaliation if they do not end the unrest quickly.

Iranian President Ebrahim Raisi is under mounting pressure to quell the protests, after receiving criticism for his handling of previous uprisings in 2017, reports Reuters news agency. The unrest began as a protest over Iran's economic situation but has expanded into wider dissatisfaction with the country's political system.

The death toll during recent protests in Tehran last week has prompted calls for a national strike and demonstrations nationwide on December 28th. The strike was called by the country's unions, who are demanding higher wages and better working conditions. The strike began in the commercial district of Isfahan but quickly spread to other cities across Iran, reports IRNA.

The country's government has announced plans for a national dialogue between protesters and authorities, with the aim of finding mutually acceptable solutions for the nationwide unrest. However, some rights activists have urged for the protests' calls for economic reforms to be implemented as a first step towards resolving their demands.

The death toll in Iran's unrest has surpassed 150 and killed at least 21 people so far, reports IRNA. The country's Ministry of Health says there were no fatalities reported between Tuesday and Thursday. Iranian authorities have said that they will provide more information when the protests end on December 28th.

As well as a potential conflict between regional powers, the recent unrest in Iran could spark fears among its neighbors who feel threatened by growing radicalism on the country's borders, reports Reuters news agency. Some experts have speculated that political tensions within the country are fueling the protests and potentially triggering a proxy conflict between neighboring countries.

The death toll during Iran's unrest has seen protester injuries rise since November 18th. According to the Judiciary, there were 594 injuries reported by police on Wednesday, reports IRNA. The number of people injured reached a new high at 720, making this the deadliest week so far, according to Iranian Doctors' Union spokesman Hadi Javaheri.

In its latest report on the country's unrest, the UN's special rapporteur for human rights in the Islamic Republic of Iran, Ahmed Shaheed, said that the protesters' demands were legitimate and warrant a response from the authorities.

Amid an ongoing tense situation in Iran, President Ebrahim Raisi issued a statement on Friday criticizing the country's judiciary for conducting ""unjust"" judicial investigations into his government. The statements comes as protests continue to spread across the Islamic Republic.

The death toll during Iran's unrest could exceed 100, according to reports in the country. Some experts have speculated that the country's leadership's handling of demonstrations may spark fears of a proxy conflict between neighboring states, Reuters news agency reports.",4.784440692000317
239,32dcc65b-66ee-4a9e-a671-3b773918c8e4,World - Africa,"CNN: The US And Russia Agree To Coordinate Airstrikes Along Syria's Eastern Border With Turkey (Full Coverage)

[Headline]

US AND RUSSIA AGREE TO COORDINATE ATTACKS IN SYRIA'S EASTERN BORDER WITH TURKEY

[Introduction]

In the midst of escalating tensions between the US and Russia, the countries announced a cooperation on air strikes in Syria's eastern border with Turkey. The announcement was made by the US Department of State and Russian Foreign Minister Sergei Lavrov at their joint press conference on Tuesday (June 25).

The airstrikes will be conducted along Syria's Eastern borders with Turkey, Lebanon, and Iraq. The operations are scheduled to begin on Wednesday and Thursday (June 26-27), according to the joint statement.

[Coverage]

The US has been pressing for a wider war in Syria since the terrorist group ISIS launched an attack on the US consulate in Turkey on Monday night. On Tuesday, the Department of State announced its plans for coordinated strikes with Turkey to respond to the attack.

Russia, one of the few remaining nations supporting Syrian President Bashar al-Assad, has been criticizing the US' actions as an invasion and a violation of international law. The Russian Foreign Minister Sergei Lavrov and Deputy Defense Minister Sergei Shoigu are scheduled to discuss the matter with their US counterpart Antony Blinken during his visit to Moscow on Wednesday (June 26).

The announcement is expected to ease tensions between both countries, but the Russian move comes amid growing concerns about the conflict. The United Nations' special envoy for Syria Geir O. Pedersen said that Russia's involvement in the air strikes will ""not only aggravate the situation but rather prolong it.""

[Context]

The US is planning to launch airstrikes on Wednesday and Thursday against Al-Qaeda-affiliated militants in eastern Syria. The airstrikes are expected to target several locations, including villages in the Euphrates River Valley (Northeastern Syria) and oil fields in the Eastern Ghouta region (Southern Syria).

Russia has said that US airstrikes would violate international law, but the Trump administration has argued that the operation is necessary to destroy Al-Qaeda's assets and deter the group from attacking. The conflict between Russia and America over Syria and its ally Turkey escalated in recent weeks after Turkey downed a Russian jet in a skirmish near the Syrian border, which prompted a US retaliatory strike on Syrian military positions.

[Background]

The ongoing clashes have led to thousands of deaths and injuries, as well as destruction of residential areas and civilian infrastructure in the regions affected by the fighting. The United Nations estimates that at least 60,000 people have been displaced and over 8 million are in need of humanitarian assistance.

[Quotes]

US Secretary of State Mike Pompeo: ""This is a new front in this great war on terror.""
Russian Deputy Defense Minister Sergei Shoigu: ""We know that the Americans launched an aggressive and unilateral, illegitimate and violation of international law, not only against Russian soil but also against Iranian soil.""

[Headline]

US AND RUSSIA AGREE TO COORDINATE ATTACKS IN SYRIA'S EASTERN BORDER WITH TURKEY
[Introduction]

In the midst of escalating tensions between the US and Russia, the countries have announced a new joint military operation along Syria's Eastern borders with Turkey. The operations are scheduled to begin on Wednesday (June 26) and Thursday (June 27), according to the joint statement. [Coverage]
The US is planning to launch airstrikes against Al-Qaeda-affiliated militants in eastern Syria on Wednesday and Thursday, which are scheduled to target several locations including villages in the Euphrates River Valley (Northeastern Syria) and oil fields in the Eastern Ghouta region (Southern Syria). The US Department of State and Russian Foreign Minister Sergei Lavrov will discuss the matter during their meeting on Wednesday. Russia and the US have been pressing for wider war in Syria since the terrorist group ISIS launched an attack on the US consulate in Turkey on Monday night. On Tuesday, the Department of State announced its plans for coordinated strikes with Turkey to respond to the attack. The announcement is expected to ease tensions between both countries, but the Russian move comes amid growing concerns about the conflict. [Quotes]
US Secretary of State Mike Pompeo: ""This is a new front in this great war on terror.""Russian Deputy Defense Minister Sergei Shoigu: ""We know that the Americans launched an aggressive and unilateral, illegitimate and violation of international law, not only against Russian soil but also against Iranian soil."" [Headline]
US AND RUSSIA AGREE TO COORDINATE ATTACKS IN SYRIA'S EASTERN BORDER WITH TURKEY (Full Coverage)
[Introduction]
In the midst of escalating tensions between the US and Russia, the countries have announced a new joint military operation along Syria's Eastern borders with Turkey. The operations are scheduled to begin on Wednesday (June 26) and Thursday (June 27), according to the joint statement. [Coverage]",5.75999951599988
240,57a6cdbd-9299-40d9-abde-59f5e384365f,Health - Food,"Artificial Intelligence Assesses Food Waste as an Eco-Friendly Solution

CNN: News and Breaking News, Business, Politics, Sport and Health Headlines

(Published on February 21st, 2021)

New York, USA - January 3rd, 2021 – The world’s leading artificial intelligence company has assessed the effects of food waste in various forms, including perishable goods like fruits and vegetables, as an eco-friendly solution for preventing climate change and mitigating global hunger.

""Food waste is not just about cost savings or making money from discarded produce,"" said Dr. Yasmin Lahab, the head of AI at Alpha, a leading technology firm in New York. ""It’s also about reducing food miles by transporting perishables to markets and factories across the world before they spoil, which could ultimately help mitigate global hunger.""

According to AI, humanity has a collective responsibility to reduce food waste by up to 90% – something that’s especially necessary considering the average American household throws away an equal amount of food as the total calories consumed annually. The company’s technology is designed to optimize production schedules, optimize packaging and storage, and track inventory levels throughout supply chains.

“It’s not just about reducing waste; it's about ensuring that people get enough nutrients from their food choices,"" said Mr. Aaron Jabara, an ex-fresh-food executive who was recently hired as head of corporate affairs for Alpha. “By addressing food waste, we are ultimately contributing to healthier, more resilient communities around the globe.”

Alpha's technology solutions have saved millions of dollars in the past year alone. Recently, the company implemented a food preservation project aimed at reducing the environmental impact associated with fruit and vegetable production. The project was successful on multiple levels: not only did it save time and money by preventing spoilage and improving crop yields, but it also helped to reduce carbon emissions and promote sustainability in the farming sector.

“Fruit and veggies are some of the most perishable foods we have on earth,” said Dr. Mohamed Elboughdaria, a nutritionist who provided feedback on Alpha's project. “It’s crucial that we find solutions to ensure that they don't go to waste.”

DailyMail: News and Breaking News, World News, Politics, Society, Science, Crime, Health, Entertainment

(Published on February 21st, 2021)

A newly discovered phenomenon has led to alarming estimates that humans produce enough food for millions of people – but throw it away every day at an unsustainable rate.

According to a new study published in a leading scientific journal, a staggering $37 trillion of the world's calories are discarded through a combination of food wastage and food miles each year. Experts warn that if this trend continues, it could lead to millions more deaths every year – due to malnutrition in particular.

“It’s not just about throwing away our lunch; it's about the impact on our planet that results from those daily choices,” says Dr. Yasmin Lahab of Alpha, the leading technology company dedicated to reducing food waste.

Dr. Lahab points out that the majority of food is wasted due to poor transportation procedures and lack of storage facilities – both problems that are being mitigated by Alpha's new solution which aims to optimize inventory levels, optimize production schedules and reduce food miles along the way.

“While we work tirelessly to reduce global hunger through education, healthcare, and agricultural practices, we must also take steps to address these key factors of waste,"" added AI's CEO, Dr. Alper Arici. ""This technology solution is a significant contribution toward creating a more sustainable future for all.""

According to the World Health Organization (WHO), an estimated 15% of food produced globally is wasted each year – with up to half of that lost due to poor storage or transportation. Such findings come at a time when global poverty rates are also on the rise, and rising food prices in some areas threaten to exacerbate this issue.

“We all have a role to play if we want to ensure our future generations have access to enough nutrients from their food choices,” says AI's Head of Corporate Affairs, Dr. Aaron Jabara. “These technological innovations can help us reach that goal – and make life better for millions on a daily basis.”

The study further reveals that the number one cause of food waste globally is due to inefficiencies in supply chain management, followed by poor transportation procedures. This, in turn, leads to long lead times for products entering the marketplace – and then a lack of distribution and demand for items, ultimately leading to wasted inventory.

“It’s vital that we work together to develop innovative solutions that not only prevent food waste but also improve access to food in developing countries,” Dr. Jabara concludes. “With the right technology solutions at our fingertips, we can make a significant impact on global hunger and poverty.""",5.363429336000081
241,bc258453-0d7b-4e2c-969f-8f550f23284e,World - Europe,"News: Top Level Diplomats in Europe Respond to Russia's Attacks on Ukraine

CNN

[INSERT BROADCAST START MATERIAL]

Headline: AWESOME NEWS: Top Level Diplomats In Europe Respond To Russia’s Attacks On Ukraine!

[EXTREME CAPTION]

Russia recently launched a brutal attack on Ukrainian cities, leaving civilians dead in their hundreds and destroying infrastructure. The International Red Cross estimates that around 40% of the population could be displaced from affected areas.

CNN has just received access to exclusive interviews with key figures in Europe's top-level diplomacy on the situation in Ukraine.

[INSERT VIDEO]

Lead Paragraph: ‘Bloodbath’ in Eastern Ukraine, Crisis in Ukraine Escalates as Russian President Invades!

CNN's John Berman spoke with a German official who has been working with NATO countries to create plans for responding to Russia's attack on Ukraine.

“Every year we have this annual exercise called “Nordic-Baltic,” so we can practice what to do in the event of war breaking out,” said German Defence Minister Annegret Kramp-Karrenbauer. ""It is a very high level discussion, and the next day I will be discussing with NATO what we have set up in this exercise.""

[CONTINUED Q&A]

John Berman: The Germans are preparing for war. What about you?

NATO official: ""I am not prepared to give an assessment of who is likely to start a war.""

Berman: But what will the US do, even if Russia invades?

[NATO official shakes his head]

Continued Paragraph with Relevant Numbers and Quotes

CNN's Drew Griffith spoke to British Foreign Secretary James Cleverly, who was briefed on the situation in Ukraine. He said that Britain has prepared “for various scenarios,” including the possibility of a Russian invasion.

""It is impossible to predict what will happen,"" he told CNN's Evan Perez. ""What I can say for certain is we have prepared for every scenario.""

[EXTREME CAPTION]

Crises in Europe Worsen as Russian President Attacks Ukraine. But with leaders from NATO and the EU, there are plans to respond. Russia's invasion of Ukraine could lead to a new Cold War, but top officials in Europe say they will work hard ""to prevent that from happening.""",2.585123979999935
242,e15d30aa-a11c-4331-916f-cb6f225aae08,US - Crime + Justice,"Fiery Prosecutor's Testimony Leads to Dramatic Arrest for Alleged 'Serial Killer,' Exposes Cover-up in Crime Scene

[BREAKING NEWS: A fiery prosecutor's testimony has led to the arrest of a suspect in a string of gruesome murders across the US, raising questions about a cover-up in one of the country's biggest crime scenes. Amanda Berry was pulled out from under her abductor's car on March 13th, barely alive and with no memory of what had happened to her. The first signs of life came at the hands of the woman who found her hidden in a back alley, who called for emergency help. At least six days later, investigators searched a house in Cleveland where they had earlier been searching for Berry's kidnapper. As if that wasn't enough, an equally terrified 13-year-old girl was found with no memory of her life or death. Her captor is now facing charges of murder and kidnap. In a recent testimony given by prosecutor Karla Adair, the alleged 'serial killer,' she claims that investigators had planted drugs in the house to lure him into a trap. She also testified about an apparent cover-up of evidence in the crime scene, which she described as being ""dreadfully clean."" The police were apparently under instructions from higher-ups to cover-up the murders, with the alleged killer being told to lie to the authorities. Despite claims of a massive investigation into the case, many questions remain unanswered. According to US Attorney General Eric Holder, who has tasked a grand jury to investigate the case, no arrests have yet been made, despite multiple attempts by police and media to bring the perpetrator in for questioning. The public outcry over missing leads only adds more pressure to investigators as they work towards identifying a suspect. Many believe that Berry’s story is not just true, but also that there may be other victims still being kept silent under similar circumstances.",2.069349316000171
243,370b3d89-e780-4c2d-892d-19097f67c464,Entertainment - Celebrity,"In the wake of a scandal involving the alleged abuse of children by one of Hollywood's most recognizable stars, CNN has reported that an investigation into the matter is ongoing and several key players are under scrutiny. The prominent actor, played by acclaimed actress Amanda Seyfried in a powerful biopic, was accused of molesting young girls while they were in his care between 1992 and 2004. The alleged victims ranged in age from ages two to nine at the time of the incidents, which led to the publicity storm that brought down the now-retired actor.

The investigation has been conducted by multiple law enforcement agencies and authorities, including the Los Angeles County Sheriff's Department (where the allegations were first reported) and the Los Angeles Police Department (LAPD), among others. The celebrities being scrutinized in the case include Billy Crystal, Mel Gibson, and Kevin Spacey. All three are under investigation by the LAPD for potential criminal charges, according to CNN affiliate KTLA-TV.

The LAPD has issued a statement about the ongoing investigation into the allegations: ""We are investigating these claims against actor Billy Crystal, former cast member Mel Gibson, and actor Kevin Spacey of alleged sexual assaults that occurred at locations where they performed in various productions between 1974 and 2006.""

""The department does not comment on investigations or pending charges. We have no further information regarding the specific charges against Billy Crystal or Kevin Spacey,"" the statement adds.

Crystal has been a prominent Hollywood figure for decades, with numerous notable roles in movies and TV shows to his name. Gibson is a successful actor and director, known mostly for his work in science fiction films like ""The Matrix,"" ""Watchmen"" and ""Total Recall."" Spacey is an Oscar-winning actor with multiple critically acclaimed performances under his belt. They have both been accused of misconduct by victims who spoke out about the abuse they allegedly suffered.

CNN has also cited a number of key people in the industry who are being questioned or interviewed as part of the investigations into these stars. These include film executives, studio executives, and lawyers, among others.

The announcement that more accusers had come forward came on the heels of an extensive New York Times piece detailing a decade's worth of reports from victims. The Times report detailed alleged instances of abuse as young children for which the actors involved were said to have been protected by their superiors, according to officials involved in the investigation. Some victims have reported being taken abroad to states like Texas and California while they were under the actor's care; others had allegedly received inappropriate sexual advances or even worse.

In an emotional interview with CNN on July 15th, a victim named Maria spoke about how ""I never thought I would be here"" — standing in front of the reporters and cameras, tears streaming down her face as she shared her story. She had been just four years old when she was allegedly abused by actor Kevin Spacey while under his care at his home in Los Angeles for an off-screen gathering involving some of the other men named in the Times article.

Another former victim, identified only by the name John, said that he had been abused ""from the time I was seven"" by actor Billy Crystal during a film shoot. He had reportedly been taken to Crystal's home on the set of a movie, where he allegedly fell asleep and didn't wake up until days later when the production wrapped for the day. John claims that Crystal took him into his room at some point during the night and kissed him against his will before leaving.

CNN has also reported on instances where the allegations against these celebrities have come to light in other countries, including France and Spain. French authorities are reportedly investigating five of the alleged victims as part of that country's inquiry into actor François Duhamel. Spanish authorities have launched their own separate investigation into Spacey after a woman accused him of sexual assault.

The ongoing investigations come at a time when Hollywood is facing scandal, with numerous stars coming under fire for alleged misconduct or other problems. Oscar-winning actress Emma Stone and comedian Jeffrey Tambor have recently faced accusations of misconduct.

CNN cited an ""exclusive source"" as part of their report on the case involving Mel Gibson, which they had reported on before. The source allegedly told them that Gibson was aware of the allegations but did not take action against the accusers. This has led to questions about how and whether Hollywood's top stars have behaved in similar situations.

The CNN report has prompted calls for reform within Hollywood, with some suggesting a need for more accountability when it comes to abusive behavior among celebrities. There have been calls in the wake of allegations against Amanda Seyfried, Kevin Spacey and others, for an investigation into who is responsible for protecting these actors.

The inquiry also highlights the ongoing problem within Hollywood that allows perpetrators to operate without consequence, particularly when it comes to power or connections. It has led many to wonder if there are any consequences at all for people like these actors in Hollywood and the wider industry.

However, CNN's report comes at a time of considerable controversy among some in the entertainment world over the role of Harvey Weinstein. The embattled producer has been accused by multiple women of sexual harassment and assault.

The case of these stars is part of an ongoing saga, as allegations against actors like Woody Allen and Harvey Weinstein have come to light in recent years. Hollywood's power dynamics have also come under scrutiny amid the #MeToo movement, which has led to a more open discussion about sexual harassment and assault within the industry.

According to CNN, the investigation into these stars is ongoing, and sources close to the case say there are plans for another round of interviews in coming weeks. In the meantime, an extensive list of calls for reform has been published in conjunction with this report.",6.172724823999943
244,98291720-dfed-426a-90bf-6387bc827a75,Politics - CNN Polls,"In a time of political chaos and uncertainty, CNN Polls deliver unprecedented insight into who Americans trust to steer our country towards stability: former President Barack Obama.

Former president Barack Obama was named by CNN's latest survey as the most admired man in America among voters in 2021, ahead of US President Joe Biden and his vice-president, Kamala Harris, as well as House Speaker Nancy Pelosi, Senate Majority Leader Mitch McConnell, and several Democratic congressmen.

As the poll was conducted over two weeks in November and December 2021, Obama has enjoyed a significant rise in trust among Americans in recent years. In a study published last year by CBS News/YouGov, Obama held his standing at 38% admired, with US President Joe Biden falling back to just 26% approval and House Speaker Nancy Pelosi dropping to 17%.

Poll data is particularly noteworthy as it comes amidst a heightened political atmosphere, with fresh information provided by the FBI's investigation into Hunter Biden’s laptop and the impeachment trial of President Trump in the US Senate.

In this poll of 645 adults across America, Obama tops the list for admired men (70%), followed by Harris at 39% (nearly double Obama) and Biden at just 21%. Obama’s standing has also improved since April, when he registered a more modest 61% favored rating.

As a former president, Obama may have an edge over the current occupant of the White House, as his approval rating has steadily climbed over the past two years despite a more partisan environment in which he is polling well among Democrats, but has failed to gain traction with independents and Republicans.

Citing this poll data, CNN Political analyst Dan Diamond noted: “In an unprecedented moment for American politics, Obama’s approval rating may have jumped as much as 10 points among those who view him favorably, which is the largest such boost to his approval in recent years. This could be enough to help Democrats regain control of Congress,” Diamond said.

House Majority Leader Steny Hoyer, speaking to reporters ahead of Obama's final vote tally, had this to say: ""This is not just about his legacy. His work and leadership have been vital for so many Americans in the past eight years.""

Majority Leader Hoyer went on to state that while he and President Trump will be discussing their differences in private, they will also agree to “cooperate” with Democrats when Congress returns from recess, noting: ""What we’ve done and what I think we need to do is cooperate,"" he continued.

President Trump did not publicly comment on the Democrat’s remarks at this time, although he was said to be taking a break in his Twitter feed during Obama's last vote tally.

In an interview with CNN Political Editor David Chalian earlier this month, former President Barack Obama described his relationship with House Democrats during his final months as president: ""It’s been difficult,"" he said on Monday. ""But at the end of the day, they know that I have a lot to offer them and that if they work with me, we can get something done.""

Obama's remarks echoed his comments made earlier this year, in which he stated that his relationship with Senate Majority Leader Chuck Schumer is better than it has been since his eight years as president. The senator who Obama defeated for the presidency in 2012 said at the time that there are ""many things we can accomplish together"" given the shared goal of reducing partisan gridlock.

Obama's current term expires on January 20, 2023, leaving a significant political landscape to shape for the following two years, in particular with respect to the House of Representatives.

With Republicans picking up more seats in their quest for a majority and Democrats potentially gaining as many seats due to their newfound strengthened control of the US government, some observers have expressed concern that this could be an “era of check-the-box conservatives” who prioritise their loyalty over the country, regardless of its needs.

Hoyer's comments suggest that Democrats are hopeful for the future with President Biden in the Oval Office and House Democrats holding control, suggesting they will be willing to cooperate with Republicans.

Cultural and generational factors could also play a role in how Obama's approval ratings fare during his final months as president, although this was not included in this poll or CNN’s overall analysis of the survey data.

Conclusion:

Former President Barack Obama has established himself as one of America's most admired men among voters, and his standing with House Democrats has increased since their current majority leader, Chuck Schumer, began his tenure as majority whip in 2016. Obama’s last vote tally suggests that he remains popular amongst those who view him positively.

His ability to work with the Republican Party could be crucial in shaping the country's political landscape over the next two years, while his legacy will likely determine whether Democrats win control of the House or Senate and, ultimately, their own president.

Despite this, Obama remains highly popular among Democratic voters despite his relative lack of publicly vocal support for them as a party. As a former president, he may have an edge over the current occupant of the White House in terms of favored rankings and political standing, but his approval rating has steadily climbed among Democrats since he took office, with recent polling indicating that he remains their top-rated presidential leader.",5.825996117000159
